Région,Annee,Month,Date,Day,Eolien_sum(MW),Vitesse_vent_mean(m/s),Solaire_sum(MW),Rayonnement_solaire_mean(W/m2),Consommation-sum(MW),TMin (°C),TMax (°C),TMoy (°C)
Auvergne-Rhône-Alpes,2016,1,1,Friday,921.0,3.27,250.0,62.294285714285714,52608.0,2.96,10.56,6.76
Auvergne-Rhône-Alpes,2016,1,2,Saturday,1192.0,3.3137500000000006,118.0,26.57,62228.0,5.45,8.95,7.2
Auvergne-Rhône-Alpes,2016,1,3,Sunday,1072.0,3.42,188.0,47.06,63640.0,2.24,7.93,5.08
Auvergne-Rhône-Alpes,2016,1,4,Monday,1217.0,3.3187500000000005,193.0,47.481249999999996,72415.0,4.81,9.53,7.17
Auvergne-Rhône-Alpes,2016,1,5,Tuesday,1047.0,3.05625,360.0,62.23375,74221.0,4.0,10.02,7.01
Auvergne-Rhône-Alpes,2016,1,6,Wednesday,1165.0,3.17,182.0,39.325,77069.0,2.52,7.78,5.15
Auvergne-Rhône-Alpes,2016,1,7,Thursday,1490.0,3.1924999999999994,119.0,12.535,77565.0,3.12,10.55,6.84
Auvergne-Rhône-Alpes,2016,1,8,Friday,1064.0,3.4787500000000002,111.0,36.3725,74102.0,4.49,12.21,8.35
Auvergne-Rhône-Alpes,2016,1,9,Saturday,614.0,3.76375,172.0,28.23375,65153.0,6.95,11.22,9.09
Auvergne-Rhône-Alpes,2016,1,10,Sunday,1496.0,4.0925,115.0,24.53125,63315.0,6.06,11.11,8.59
Auvergne-Rhône-Alpes,2016,1,11,Monday,2028.0,3.9549999999999996,247.0,48.17,71748.0,5.6,11.15,8.38
Auvergne-Rhône-Alpes,2016,1,12,Tuesday,1446.0,3.9800000000000004,194.0,51.307500000000005,75866.0,3.87,8.14,6.0
Auvergne-Rhône-Alpes,2016,1,13,Wednesday,744.0,3.8375000000000004,389.0,67.26875,78476.0,0.35,7.37,3.86
Auvergne-Rhône-Alpes,2016,1,14,Thursday,909.0,3.89125,103.0,18.4075,82462.0,-1.47,5.05,1.79
Auvergne-Rhône-Alpes,2016,1,15,Friday,1156.0,3.8812500000000005,414.0,77.24125000000001,81057.0,-0.63,4.96,2.17
Auvergne-Rhône-Alpes,2016,1,16,Saturday,1601.0,3.6462499999999993,203.0,57.07125,77465.0,-1.35,2.3,0.47
Auvergne-Rhône-Alpes,2016,1,17,Sunday,765.0,2.9125000000000005,305.0,64.05,75379.0,-1.69,2.45,0.38
Auvergne-Rhône-Alpes,2016,1,18,Monday,721.0,2.39125,90.0,41.22,87182.0,-4.26,2.09,-1.09
Auvergne-Rhône-Alpes,2016,1,19,Tuesday,479.0,2.1799999999999997,155.0,52.015,85469.0,-0.34,5.99,2.83
Auvergne-Rhône-Alpes,2016,1,20,Wednesday,131.0,1.8624999999999998,246.0,44.035,82222.0,2.18,6.35,4.27
Auvergne-Rhône-Alpes,2016,1,21,Thursday,269.0,2.0725,432.0,76.15875,82107.0,0.02,5.15,2.58
Auvergne-Rhône-Alpes,2016,1,22,Friday,693.0,1.9425,422.0,72.705,82838.0,-3.5,9.05,2.77
Auvergne-Rhône-Alpes,2016,1,23,Saturday,545.0,2.10625,463.0,58.03125,70940.0,3.65,10.24,6.95
Auvergne-Rhône-Alpes,2016,1,24,Sunday,117.0,1.9912500000000002,714.0,91.27375,68732.0,-1.13,12.1,5.49
Auvergne-Rhône-Alpes,2016,1,25,Monday,641.0,1.925,663.0,91.15875000000001,75675.0,0.27,14.53,7.4
Auvergne-Rhône-Alpes,2016,1,26,Tuesday,317.0,1.6925000000000001,602.0,91.39874999999999,74627.0,2.55,15.42,8.99
Auvergne-Rhône-Alpes,2016,1,27,Wednesday,606.0,1.99,471.0,85.585,74102.0,2.65,15.12,8.88
Auvergne-Rhône-Alpes,2016,1,28,Thursday,401.0,2.2375,330.0,62.5075,73393.0,4.42,13.44,8.93
Auvergne-Rhône-Alpes,2016,1,29,Friday,261.0,2.8237500000000004,311.0,53.0075,71042.0,6.17,11.44,8.8
Auvergne-Rhône-Alpes,2016,1,30,Saturday,1563.0,3.4412499999999997,389.0,87.1225,66593.0,0.0,12.0,6.0
Auvergne-Rhône-Alpes,2016,1,31,Sunday,1695.0,3.37875,137.0,18.009999999999998,62423.0,8.06,12.1,10.08
Auvergne-Rhône-Alpes,2016,2,1,Monday,1541.0,3.8062500000000004,351.0,73.18375,68522.0,7.97,13.95,10.96
Auvergne-Rhône-Alpes,2016,2,2,Tuesday,767.0,3.8475,417.0,77.44125,69956.0,5.5,13.44,9.47
Auvergne-Rhône-Alpes,2016,2,3,Wednesday,1456.0,4.0825000000000005,363.0,61.67125,73615.0,2.87,8.4,5.64
Auvergne-Rhône-Alpes,2016,2,4,Thursday,1494.0,4.37125,398.0,71.07124999999999,77370.0,1.83,8.2,5.02
Auvergne-Rhône-Alpes,2016,2,5,Friday,706.0,4.39875,687.0,93.68749999999999,73383.0,4.38,11.27,7.82
Auvergne-Rhône-Alpes,2016,2,6,Saturday,2119.0,4.44375,614.0,102.1,65555.0,2.15,13.95,8.05
Auvergne-Rhône-Alpes,2016,2,7,Sunday,1584.0,4.7475,254.0,37.91625,64239.0,3.35,10.21,6.78
Auvergne-Rhône-Alpes,2016,2,8,Monday,1773.0,4.3812500000000005,283.0,48.9875,74950.0,2.34,11.92,7.13
Auvergne-Rhône-Alpes,2016,2,9,Tuesday,1899.0,3.7737499999999997,95.0,38.816250000000004,74987.0,6.78,11.25,9.01
Auvergne-Rhône-Alpes,2016,2,10,Wednesday,930.0,3.52875,338.0,95.94875,78218.0,1.32,6.89,4.1
Auvergne-Rhône-Alpes,2016,2,11,Thursday,441.0,3.4699999999999998,342.0,91.03000000000002,80305.0,-1.18,7.21,3.01
Auvergne-Rhône-Alpes,2016,2,12,Friday,1389.0,4.13875,203.0,40.98625,80745.0,0.32,8.56,4.44
Auvergne-Rhône-Alpes,2016,2,13,Saturday,1637.0,4.234999999999999,393.0,60.52875,70169.0,3.99,12.06,8.03
Auvergne-Rhône-Alpes,2016,2,14,Sunday,922.0,4.32875,414.0,69.39375,65651.0,4.09,9.68,6.89
Auvergne-Rhône-Alpes,2016,2,15,Monday,1746.0,4.17,303.0,82.15375000000002,79485.0,1.59,4.51,3.05
Auvergne-Rhône-Alpes,2016,2,16,Tuesday,1159.0,3.8699999999999997,338.0,89.985,82792.0,0.45,4.21,2.33
Auvergne-Rhône-Alpes,2016,2,17,Wednesday,276.0,3.1525,378.0,95.23375,81378.0,0.16,4.38,2.27
Auvergne-Rhône-Alpes,2016,2,18,Thursday,671.0,2.96125,302.0,82.25125,81110.0,-2.64,7.65,2.5
Auvergne-Rhône-Alpes,2016,2,19,Friday,569.0,2.8725,652.0,121.04249999999999,79130.0,0.09,7.07,3.58
Auvergne-Rhône-Alpes,2016,2,20,Saturday,953.0,2.5025000000000004,538.0,55.0575,73513.0,-1.8,11.06,4.63
Auvergne-Rhône-Alpes,2016,2,21,Sunday,650.0,2.5275000000000003,889.0,139.49,62728.0,3.62,19.04,11.33
Auvergne-Rhône-Alpes,2016,2,22,Monday,698.0,2.7487500000000002,198.0,108.67999999999999,70502.0,3.93,11.84,7.88
Auvergne-Rhône-Alpes,2016,2,23,Tuesday,1014.0,2.7275,319.0,52.43625,72925.0,5.14,11.34,8.24
Auvergne-Rhône-Alpes,2016,2,24,Wednesday,449.0,3.395,390.0,64.5175,74825.0,3.52,10.88,7.2
Auvergne-Rhône-Alpes,2016,2,25,Thursday,434.0,3.8025,272.0,53.18,76426.0,3.51,8.33,5.92
Auvergne-Rhône-Alpes,2016,2,26,Friday,402.0,3.9737500000000003,734.0,131.20625,77433.0,-0.85,7.37,3.26
Auvergne-Rhône-Alpes,2016,2,27,Saturday,1060.0,4.5287500000000005,340.0,89.02625,71846.0,-0.85,8.26,3.7
Auvergne-Rhône-Alpes,2016,2,28,Sunday,477.0,4.7299999999999995,447.0,105.665,67875.0,2.59,9.07,5.83
Auvergne-Rhône-Alpes,2016,2,29,Monday,975.0,4.885000000000001,146.0,62.99125,81094.0,1.99,4.35,3.17
Auvergne-Rhône-Alpes,2016,3,1,Tuesday,946.0,4.47875,787.0,140.97375,79592.0,-1.15,8.35,3.6
Auvergne-Rhône-Alpes,2016,3,2,Wednesday,1628.0,4.1075,326.0,69.33375,78387.0,3.87,11.85,7.86
Auvergne-Rhône-Alpes,2016,3,3,Thursday,1693.0,3.835,409.0,92.33125000000001,81505.0,0.96,6.59,3.78
Auvergne-Rhône-Alpes,2016,3,4,Friday,1574.0,3.9637499999999997,189.0,67.73125,80049.0,0.69,10.09,5.39
Auvergne-Rhône-Alpes,2016,3,5,Saturday,953.0,3.61625,437.0,109.3525,71050.0,1.93,9.34,5.63
Auvergne-Rhône-Alpes,2016,3,6,Sunday,564.0,3.9399999999999995,456.0,145.19250000000002,70388.0,-0.14,6.38,3.12
Auvergne-Rhône-Alpes,2016,3,7,Monday,325.0,3.75875,588.0,154.28125000000003,79266.0,-2.43,7.77,2.67
Auvergne-Rhône-Alpes,2016,3,8,Tuesday,1121.0,4.2125,428.0,144.12374999999997,82085.0,-0.34,4.79,2.23
Auvergne-Rhône-Alpes,2016,3,9,Wednesday,781.0,4.29,385.0,123.20874999999998,81485.0,-3.65,7.52,1.94
Auvergne-Rhône-Alpes,2016,3,10,Thursday,672.0,4.3500000000000005,782.0,165.02875,78445.0,-0.65,9.96,4.65
Auvergne-Rhône-Alpes,2016,3,11,Friday,1759.0,4.236249999999999,807.0,171.615,76914.0,0.41,10.33,5.37
Auvergne-Rhône-Alpes,2016,3,12,Saturday,1400.0,4.26,819.0,172.40375,68504.0,-0.13,9.86,4.87
Auvergne-Rhône-Alpes,2016,3,13,Sunday,1330.0,4.01875,669.0,137.03,65366.0,-0.38,9.72,4.67
Auvergne-Rhône-Alpes,2016,3,14,Monday,222.0,3.7325,989.0,199.04,72380.0,-0.89,12.75,5.93
Auvergne-Rhône-Alpes,2016,3,15,Tuesday,516.0,3.34375,967.0,193.5225,72371.0,-0.85,12.9,6.03
Auvergne-Rhône-Alpes,2016,3,16,Wednesday,471.0,3.02,169.0,92.31625,76856.0,1.37,4.35,2.86
Auvergne-Rhône-Alpes,2016,3,17,Thursday,166.0,2.7912500000000002,589.0,186.995,75774.0,0.8,10.34,5.57
Auvergne-Rhône-Alpes,2016,3,18,Friday,155.0,2.86125,1056.0,212.8225,71471.0,-1.81,14.35,6.27
Auvergne-Rhône-Alpes,2016,3,19,Saturday,249.0,3.0525,1122.0,218.89249999999998,62785.0,-1.05,16.36,7.65
Auvergne-Rhône-Alpes,2016,3,20,Sunday,132.0,3.7875000000000005,512.0,155.76125,60450.0,1.3,11.82,6.56
Auvergne-Rhône-Alpes,2016,3,21,Monday,638.0,4.27375,851.0,182.20625,68182.0,2.98,11.77,7.38
Auvergne-Rhône-Alpes,2016,3,22,Tuesday,1522.0,4.989999999999999,1097.0,214.01999999999998,70481.0,-0.77,13.5,6.36
Auvergne-Rhône-Alpes,2016,3,23,Wednesday,2278.0,4.67125,903.0,182.55875,71947.0,2.11,12.14,7.12
Auvergne-Rhône-Alpes,2016,3,24,Thursday,1316.0,3.91125,1044.0,193.35999999999999,70401.0,0.41,12.45,6.43
Auvergne-Rhône-Alpes,2016,3,25,Friday,869.0,3.29375,382.0,78.21000000000001,70631.0,2.45,10.66,6.56
Auvergne-Rhône-Alpes,2016,3,26,Saturday,729.0,3.0312500000000004,1181.0,230.48499999999999,59407.0,2.95,19.3,11.13
Auvergne-Rhône-Alpes,2016,3,27,Sunday,811.0,3.16,468.0,102.6925,57188.0,5.61,12.49,9.05
Auvergne-Rhône-Alpes,2016,3,28,Monday,1699.0,3.28,563.0,129.55375,59552.0,3.82,14.6,9.21
Auvergne-Rhône-Alpes,2016,3,29,Tuesday,766.0,3.5325,467.0,102.90749999999998,66005.0,6.79,15.82,11.3
Auvergne-Rhône-Alpes,2016,3,30,Wednesday,1215.0,4.195,933.0,200.97625,64071.0,8.37,20.14,14.25
Auvergne-Rhône-Alpes,2016,3,31,Thursday,1563.0,4.233750000000001,634.0,146.14375,61529.0,9.54,20.15,14.85
Auvergne-Rhône-Alpes,2016,4,1,Friday,632.0,4.6475,234.0,73.16624999999999,65973.0,5.14,8.17,6.65
Auvergne-Rhône-Alpes,2016,4,2,Saturday,1388.0,4.3475,457.0,166.39125000000004,58349.0,5.27,15.56,10.42
Auvergne-Rhône-Alpes,2016,4,3,Sunday,1913.0,4.255,551.0,113.94500000000001,53785.0,11.21,17.09,14.15
Auvergne-Rhône-Alpes,2016,4,4,Monday,1537.0,4.50125,268.0,123.87875,63356.0,9.46,14.18,11.82
Auvergne-Rhône-Alpes,2016,4,5,Tuesday,631.0,4.2925,222.0,75.60499999999999,65854.0,9.95,13.18,11.57
Auvergne-Rhône-Alpes,2016,4,6,Wednesday,729.0,4.5275,1054.0,209.58625,63693.0,7.41,16.48,11.95
Auvergne-Rhône-Alpes,2016,4,7,Thursday,1040.0,4.63375,774.0,162.44125000000003,64813.0,6.02,12.97,9.5
Auvergne-Rhône-Alpes,2016,4,8,Friday,1475.0,4.32125,666.0,175.97249999999997,68585.0,4.17,10.73,7.45
Auvergne-Rhône-Alpes,2016,4,9,Saturday,1006.0,4.32125,934.0,172.975,59846.0,4.92,13.12,9.02
Auvergne-Rhône-Alpes,2016,4,10,Sunday,1114.0,3.255,1292.0,269.345,54215.0,2.25,19.97,11.11
Auvergne-Rhône-Alpes,2016,4,11,Monday,1698.0,3.235,760.0,200.87375,61282.0,8.85,17.96,13.4
Auvergne-Rhône-Alpes,2016,4,12,Tuesday,1026.0,2.89,1030.0,239.09249999999997,61463.0,6.59,19.78,13.19
Auvergne-Rhône-Alpes,2016,4,13,Wednesday,676.0,2.625,673.0,187.05875000000003,62220.0,8.05,17.13,12.59
Auvergne-Rhône-Alpes,2016,4,14,Thursday,338.0,2.66375,1176.0,246.04250000000002,61457.0,3.75,19.18,11.47
Auvergne-Rhône-Alpes,2016,4,15,Friday,979.0,2.73,818.0,170.11374999999998,59088.0,9.46,19.26,14.36
Auvergne-Rhône-Alpes,2016,4,16,Saturday,1351.0,3.13625,904.0,207.83125000000004,51224.0,10.63,21.08,15.85
Auvergne-Rhône-Alpes,2016,4,17,Sunday,754.0,3.49625,427.0,138.42125000000001,50167.0,8.26,14.13,11.2
Auvergne-Rhône-Alpes,2016,4,18,Monday,741.0,3.61375,919.0,213.58875,62299.0,4.27,10.67,7.47
Auvergne-Rhône-Alpes,2016,4,19,Tuesday,1163.0,3.6625,1417.0,298.60375000000005,62450.0,0.94,17.45,9.19
Auvergne-Rhône-Alpes,2016,4,20,Wednesday,789.0,3.6225,1125.0,286.29749999999996,59655.0,3.81,21.37,12.59
Auvergne-Rhône-Alpes,2016,4,21,Thursday,1002.0,3.76875,650.0,184.69625,57859.0,9.13,19.69,14.41
Auvergne-Rhône-Alpes,2016,4,22,Friday,148.0,3.8512500000000003,686.0,170.0525,57061.0,9.78,17.73,13.75
Auvergne-Rhône-Alpes,2016,4,23,Saturday,942.0,3.9949999999999997,493.0,102.8425,53092.0,9.27,13.57,11.42
Auvergne-Rhône-Alpes,2016,4,24,Sunday,1708.0,4.17375,986.0,234.03625000000002,54261.0,4.32,10.1,7.21
Auvergne-Rhône-Alpes,2016,4,25,Monday,923.0,3.945,1167.0,235.77125,63813.0,2.45,11.71,7.08
Auvergne-Rhône-Alpes,2016,4,26,Tuesday,991.0,3.07625,650.0,174.01875,64193.0,5.57,12.7,9.14
Auvergne-Rhône-Alpes,2016,4,27,Wednesday,298.0,3.5374999999999996,1298.0,283.52750000000003,64654.0,2.11,11.79,6.95
Auvergne-Rhône-Alpes,2016,4,28,Thursday,370.0,3.7962499999999997,1330.0,294.1425,62793.0,0.76,13.88,7.32
Auvergne-Rhône-Alpes,2016,4,29,Friday,262.0,4.5737499999999995,1406.0,286.47875000000005,61018.0,0.73,16.94,8.83
Auvergne-Rhône-Alpes,2016,4,30,Saturday,730.0,4.78125,473.0,155.04875,55509.0,2.54,12.41,7.47
Auvergne-Rhône-Alpes,2016,5,1,Sunday,2104.0,5.45,541.0,118.25500000000001,56756.0,3.74,8.72,6.23
Auvergne-Rhône-Alpes,2016,5,2,Monday,1778.0,5.105,1121.0,205.93375000000003,62011.0,4.95,17.15,11.05
Auvergne-Rhône-Alpes,2016,5,3,Tuesday,1343.0,4.8012500000000005,974.0,211.04875000000004,61144.0,5.36,16.26,10.81
Auvergne-Rhône-Alpes,2016,5,4,Wednesday,1270.0,4.3374999999999995,1502.0,321.995,59678.0,2.64,18.73,10.68
Auvergne-Rhône-Alpes,2016,5,5,Thursday,858.0,4.3687499999999995,1471.0,324.28375,49921.0,2.83,22.61,12.72
Auvergne-Rhône-Alpes,2016,5,6,Friday,1619.0,4.22875,1316.0,304.26874999999995,49924.0,9.35,21.98,15.67
Auvergne-Rhône-Alpes,2016,5,7,Saturday,1308.0,4.10375,1272.0,282.3875,46502.0,9.9,22.48,16.19
Auvergne-Rhône-Alpes,2016,5,8,Sunday,1711.0,3.93,971.0,248.17749999999998,44584.0,9.37,21.17,15.27
Auvergne-Rhône-Alpes,2016,5,9,Monday,1895.0,3.64375,423.0,151.845,54263.0,12.69,19.57,16.13
Auvergne-Rhône-Alpes,2016,5,10,Tuesday,1292.0,3.3862500000000004,1021.0,222.94250000000002,55580.0,13.05,22.37,17.71
Auvergne-Rhône-Alpes,2016,5,11,Wednesday,294.0,3.2637500000000004,429.0,123.75874999999999,56412.0,12.04,16.78,14.41
Auvergne-Rhône-Alpes,2016,5,12,Thursday,620.0,3.4462500000000005,674.0,130.825,56640.0,10.48,16.65,13.57
Auvergne-Rhône-Alpes,2016,5,13,Friday,1033.0,3.8437499999999996,405.0,80.81625000000001,57519.0,10.69,15.59,13.14
Auvergne-Rhône-Alpes,2016,5,14,Saturday,1207.0,4.26,721.0,204.7375,50224.0,11.17,17.21,14.19
Auvergne-Rhône-Alpes,2016,5,15,Sunday,1240.0,4.285,1392.0,308.825,47312.0,6.89,14.92,10.9
Auvergne-Rhône-Alpes,2016,5,16,Monday,753.0,3.925,1379.0,290.56500000000005,49766.0,2.07,17.2,9.64
Auvergne-Rhône-Alpes,2016,5,17,Tuesday,393.0,3.68,1301.0,281.31625,55271.0,4.66,19.36,12.01
Auvergne-Rhône-Alpes,2016,5,18,Wednesday,921.0,3.50625,1056.0,260.19,56055.0,6.18,21.3,13.74
Auvergne-Rhône-Alpes,2016,5,19,Thursday,1140.0,3.46375,837.0,233.03125,57890.0,8.69,14.97,11.83
Auvergne-Rhône-Alpes,2016,5,20,Friday,593.0,3.8,1239.0,292.01500000000004,56222.0,5.87,19.81,12.84
Auvergne-Rhône-Alpes,2016,5,21,Saturday,885.0,3.655,1446.0,332.7875,48394.0,7.78,27.24,17.51
Auvergne-Rhône-Alpes,2016,5,22,Sunday,1842.0,3.5512500000000005,457.0,197.69625,45220.0,11.01,19.51,15.26
Auvergne-Rhône-Alpes,2016,5,23,Monday,1489.0,3.23375,736.0,187.01,57148.0,7.33,13.04,10.18
Auvergne-Rhône-Alpes,2016,5,24,Tuesday,626.0,2.67625,1080.0,234.93249999999998,57388.0,7.01,16.77,11.89
Auvergne-Rhône-Alpes,2016,5,25,Wednesday,253.0,2.5187500000000003,952.0,236.55999999999997,56101.0,5.56,20.36,12.96
Auvergne-Rhône-Alpes,2016,5,26,Thursday,330.0,2.45625,1045.0,258.54125000000005,54343.0,9.68,23.65,16.66
Auvergne-Rhône-Alpes,2016,5,27,Friday,374.0,2.62,1363.0,315.54375,53617.0,11.56,27.53,19.55
Auvergne-Rhône-Alpes,2016,5,28,Saturday,427.0,2.7,1148.0,272.07624999999996,46449.0,13.33,26.14,19.73
Auvergne-Rhône-Alpes,2016,5,29,Sunday,685.0,2.5637499999999998,462.0,132.48125,44289.0,12.85,17.71,15.28
Auvergne-Rhône-Alpes,2016,5,30,Monday,1078.0,2.5949999999999998,587.0,188.71124999999998,53847.0,11.95,18.85,15.4
Auvergne-Rhône-Alpes,2016,5,31,Tuesday,945.0,2.5175,501.0,94.22125,55888.0,11.95,15.97,13.96
Auvergne-Rhône-Alpes,2016,6,1,Wednesday,336.0,2.4212499999999997,552.0,130.58374999999998,56004.0,10.93,17.12,14.02
Auvergne-Rhône-Alpes,2016,6,2,Thursday,453.0,2.1975,396.0,106.65874999999998,56332.0,12.12,16.19,14.15
Auvergne-Rhône-Alpes,2016,6,3,Friday,171.0,2.41625,772.0,130.38500000000002,54902.0,12.4,19.32,15.86
Auvergne-Rhône-Alpes,2016,6,4,Saturday,123.0,2.39125,876.0,215.77,47146.0,12.82,20.88,16.85
Auvergne-Rhône-Alpes,2016,6,5,Sunday,208.0,2.4762500000000003,868.0,216.96875000000003,44366.0,13.63,21.29,17.46
Auvergne-Rhône-Alpes,2016,6,6,Monday,143.0,2.7262500000000003,1318.0,283.75499999999994,52702.0,12.33,25.54,18.93
Auvergne-Rhône-Alpes,2016,6,7,Tuesday,124.0,2.80125,1097.0,254.99375,53252.0,14.29,25.95,20.12
Auvergne-Rhône-Alpes,2016,6,8,Wednesday,514.0,3.19125,1210.0,248.57375,53025.0,14.22,25.03,19.62
Auvergne-Rhône-Alpes,2016,6,9,Thursday,1104.0,3.24625,1294.0,275.45375,53301.0,13.11,24.05,18.58
Auvergne-Rhône-Alpes,2016,6,10,Friday,385.0,3.24625,932.0,259.3025,52826.0,11.02,23.97,17.5
Auvergne-Rhône-Alpes,2016,6,11,Saturday,537.0,2.85625,1135.0,237.99874999999997,46055.0,14.3,23.21,18.75
Auvergne-Rhône-Alpes,2016,6,12,Sunday,713.0,2.8500000000000005,1005.0,210.00749999999996,43711.0,12.1,20.97,16.54
Auvergne-Rhône-Alpes,2016,6,13,Monday,773.0,2.6449999999999996,688.0,152.35625000000002,52786.0,14.25,20.58,17.42
Auvergne-Rhône-Alpes,2016,6,14,Tuesday,817.0,2.5999999999999996,779.0,195.40249999999997,53884.0,13.07,19.47,16.27
Auvergne-Rhône-Alpes,2016,6,15,Wednesday,765.0,2.8762499999999998,984.0,252.89250000000004,54757.0,11.6,21.7,16.65
Auvergne-Rhône-Alpes,2016,6,16,Thursday,494.0,3.12375,909.0,194.98499999999999,55260.0,11.63,20.8,16.21
Auvergne-Rhône-Alpes,2016,6,17,Friday,668.0,3.5675,1016.0,267.66875,54280.0,11.03,20.93,15.98
Auvergne-Rhône-Alpes,2016,6,18,Saturday,406.0,3.7025,800.0,175.30124999999998,47619.0,11.67,18.52,15.1
Auvergne-Rhône-Alpes,2016,6,19,Sunday,1151.0,3.3724999999999996,820.0,233.55625,45484.0,12.05,18.82,15.43
Auvergne-Rhône-Alpes,2016,6,20,Monday,674.0,2.9324999999999997,1145.0,291.04875000000004,53537.0,9.56,21.99,15.78
Auvergne-Rhône-Alpes,2016,6,21,Tuesday,206.0,2.7649999999999997,1010.0,147.93499999999997,55116.0,15.03,26.35,20.69
Auvergne-Rhône-Alpes,2016,6,22,Wednesday,310.0,2.71375,1387.0,324.07875,55989.0,14.95,30.75,22.85
Auvergne-Rhône-Alpes,2016,6,23,Thursday,1117.0,3.2487500000000002,1468.0,336.3625,56134.0,17.48,32.09,24.79
Auvergne-Rhône-Alpes,2016,6,24,Friday,272.0,3.125,1282.0,302.32624999999996,55082.0,15.59,30.66,23.13
Auvergne-Rhône-Alpes,2016,6,25,Saturday,490.0,3.5887499999999997,1156.0,208.8125,47255.0,16.14,24.39,20.26
Auvergne-Rhône-Alpes,2016,6,26,Sunday,662.0,3.60875,1340.0,260.125,44290.0,13.14,22.67,17.9
Auvergne-Rhône-Alpes,2016,6,27,Monday,825.0,3.2087499999999998,1381.0,301.09125,52564.0,11.1,23.55,17.33
Auvergne-Rhône-Alpes,2016,6,28,Tuesday,292.0,2.8512500000000003,1290.0,304.02,53474.0,12.67,26.66,19.67
Auvergne-Rhône-Alpes,2016,6,29,Wednesday,308.0,2.66,1165.0,296.65625,54742.0,14.44,28.34,21.39
Auvergne-Rhône-Alpes,2016,6,30,Thursday,188.0,2.9412500000000006,1060.0,255.865,55102.0,16.98,27.05,22.02
Auvergne-Rhône-Alpes,2016,7,1,Friday,238.0,3.2712500000000007,1319.0,301.41249999999997,54988.0,14.77,29.37,22.07
Auvergne-Rhône-Alpes,2016,7,2,Saturday,573.0,3.33125,772.0,201.79125,47273.0,17.1,22.24,19.67
Auvergne-Rhône-Alpes,2016,7,3,Sunday,699.0,3.4825000000000004,1420.0,325.98875000000004,44212.0,11.06,23.75,17.41
Auvergne-Rhône-Alpes,2016,7,4,Monday,450.0,3.3749999999999996,1378.0,335.43875,54063.0,13.16,26.64,19.9
Auvergne-Rhône-Alpes,2016,7,5,Tuesday,322.0,3.1762500000000005,1175.0,257.6225,56001.0,15.44,26.98,21.21
Auvergne-Rhône-Alpes,2016,7,6,Wednesday,710.0,2.7525000000000004,1425.0,306.75625,56230.0,14.07,26.15,20.11
Auvergne-Rhône-Alpes,2016,7,7,Thursday,375.0,2.8637500000000005,1451.0,344.2575,56407.0,11.71,28.66,20.19
Auvergne-Rhône-Alpes,2016,7,8,Friday,330.0,2.9675000000000002,1304.0,293.37875,56427.0,15.56,30.86,23.21
Auvergne-Rhône-Alpes,2016,7,9,Saturday,505.0,3.1612500000000003,1429.0,325.5174999999999,49317.0,16.83,29.7,23.26
Auvergne-Rhône-Alpes,2016,7,10,Sunday,331.0,3.50375,1391.0,324.885,47200.0,15.83,33.62,24.72
Auvergne-Rhône-Alpes,2016,7,11,Monday,362.0,3.56,710.0,238.43999999999997,55750.0,18.26,28.22,23.24
Auvergne-Rhône-Alpes,2016,7,12,Tuesday,428.0,3.9800000000000004,434.0,144.87624999999997,55474.0,15.06,19.83,17.45
Auvergne-Rhône-Alpes,2016,7,13,Wednesday,1184.0,4.356249999999999,1116.0,228.92999999999998,54361.0,11.35,19.71,15.53
Auvergne-Rhône-Alpes,2016,7,14,Thursday,1141.0,4.29875,962.0,247.18500000000003,46841.0,9.23,18.32,13.77
Auvergne-Rhône-Alpes,2016,7,15,Friday,1748.0,4.061249999999999,1359.0,293.69,49374.0,8.39,21.36,14.88
Auvergne-Rhône-Alpes,2016,7,16,Saturday,1538.0,3.4625,1496.0,335.4625,46280.0,8.2,25.13,16.66
Auvergne-Rhône-Alpes,2016,7,17,Sunday,507.0,2.83125,1437.0,333.02625,44599.0,11.2,29.37,20.29
Auvergne-Rhône-Alpes,2016,7,18,Monday,158.0,2.49,1400.0,328.43625,54506.0,14.15,32.44,23.3
Auvergne-Rhône-Alpes,2016,7,19,Tuesday,347.0,2.5399999999999996,1380.0,331.62125000000003,56870.0,15.2,34.02,24.61
Auvergne-Rhône-Alpes,2016,7,20,Wednesday,565.0,2.99625,1044.0,309.53249999999997,56478.0,15.86,33.93,24.9
Auvergne-Rhône-Alpes,2016,7,21,Thursday,189.0,3.15375,1064.0,263.19624999999996,56892.0,18.26,29.64,23.95
Auvergne-Rhône-Alpes,2016,7,22,Friday,226.0,3.385,531.0,139.9725,54389.0,18.16,24.63,21.4
Auvergne-Rhône-Alpes,2016,7,23,Saturday,845.0,3.87,805.0,191.8775,47587.0,17.12,25.43,21.27
Auvergne-Rhône-Alpes,2016,7,24,Sunday,864.0,3.9287500000000004,1093.0,227.99499999999998,44642.0,14.35,26.59,20.47
Auvergne-Rhône-Alpes,2016,7,25,Monday,747.0,3.6199999999999997,1189.0,252.26625,53226.0,15.57,28.28,21.93
Auvergne-Rhône-Alpes,2016,7,26,Tuesday,624.0,3.3575,1275.0,263.73,55210.0,15.63,28.76,22.2
Auvergne-Rhône-Alpes,2016,7,27,Wednesday,550.0,3.0337499999999995,1142.0,274.31625,54664.0,15.23,27.45,21.34
